year_month;uf;product;unit;volume;created_at
'2014FEV;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;8103,8;2023-10-20 14:46:16.368086'
'2014MAR;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;6770;2023-10-20 14:46:16.368086'
'2014ABR;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;6791,993;2023-10-20 14:46:16.368086'
'2014MAI;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;7717;2023-10-20 14:46:16.368086'
'2014JUN;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;6752;2023-10-20 14:46:16.368086'
'2014JUL;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;8182;2023-10-20 14:46:16.368086'
'2014AGO;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;7013;2023-10-20 14:46:16.368086'
'2014SET;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;6617,352;2023-10-20 14:46:16.368086'
'2014OUT;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;7096,7;2023-10-20 14:46:16.368086'
'2014NOV;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;7604,93;2023-10-20 14:46:16.368086'
'2014DEZ;PARÁ;ÓLEO DIESEL MARÍTIMO;m3;7341,87;2023-10-20 14:46:16.368086'
'2014JAN;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;8;2023-10-20 14:46:16.368086'
'2014FEV;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAR;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;240;2023-10-20 14:46:16.368086'
'2014ABR;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;90;2023-10-20 14:46:16.368086'
'2014MAI;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;80;2023-10-20 14:46:16.368086'
'2014JUN;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;230;2023-10-20 14:46:16.368086'
'2014JUL;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;267;2023-10-20 14:46:16.368086'
'2014AGO;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;150;2023-10-20 14:46:16.368086'
'2014SET;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;155;2023-10-20 14:46:16.368086'
'2014OUT;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;153;2023-10-20 14:46:16.368086'
'2014NOV;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;176;2023-10-20 14:46:16.368086'
'2014DEZ;AMAPÁ;ÓLEO DIESEL MARÍTIMO;m3;205;2023-10-20 14:46:16.368086'
'2014JAN;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014FEV;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAR;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014ABR;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAI;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014JUN;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014JUL;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014AGO;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014SET;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014OUT;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014NOV;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014DEZ;TOCANTINS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014JAN;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;858;2023-10-20 14:46:16.368086'
'2014FEV;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;755;2023-10-20 14:46:16.368086'
'2014MAR;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;667;2023-10-20 14:46:16.368086'
'2014ABR;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;720;2023-10-20 14:46:16.368086'
'2014MAI;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;645;2023-10-20 14:46:16.368086'
'2014JUN;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;550;2023-10-20 14:46:16.368086'
'2014JUL;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;655;2023-10-20 14:46:16.368086'
'2014AGO;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;747;2023-10-20 14:46:16.368086'
'2014SET;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;496;2023-10-20 14:46:16.368086'
'2014OUT;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;830,869;2023-10-20 14:46:16.368086'
'2014NOV;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;119;2023-10-20 14:46:16.368086'
'2014DEZ;MARANHÃO;ÓLEO DIESEL MARÍTIMO;m3;626;2023-10-20 14:46:16.368086'
'2014JAN;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014FEV;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;105;2023-10-20 14:46:16.368086'
'2014MAR;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;195;2023-10-20 14:46:16.368086'
'2014ABR;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;105;2023-10-20 14:46:16.368086'
'2014MAI;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;300;2023-10-20 14:46:16.368086'
'2014JUN;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;180;2023-10-20 14:46:16.368086'
'2014JUL;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;135;2023-10-20 14:46:16.368086'
'2014AGO;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;195;2023-10-20 14:46:16.368086'
'2014SET;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;120;2023-10-20 14:46:16.368086'
'2014OUT;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;255;2023-10-20 14:46:16.368086'
'2014NOV;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;105;2023-10-20 14:46:16.368086'
'2014DEZ;PIAUÍ;ÓLEO DIESEL MARÍTIMO;m3;255;2023-10-20 14:46:16.368086'
'2014JAN;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;375;2023-10-20 14:46:16.368086'
'2014FEV;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;465;2023-10-20 14:46:16.368086'
'2014MAR;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;485;2023-10-20 14:46:16.368086'
'2014ABR;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;495;2023-10-20 14:46:16.368086'
'2014MAI;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;655;2023-10-20 14:46:16.368086'
'2014JUN;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;780;2023-10-20 14:46:16.368086'
'2014JUL;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;730;2023-10-20 14:46:16.368086'
'2014AGO;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;810;2023-10-20 14:46:16.368086'
'2014SET;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;895;2023-10-20 14:46:16.368086'
'2014OUT;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;720;2023-10-20 14:46:16.368086'
'2014NOV;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;870;2023-10-20 14:46:16.368086'
'2014DEZ;CEARÁ;ÓLEO DIESEL MARÍTIMO;m3;905;2023-10-20 14:46:16.368086'
'2014JAN;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;753;2023-10-20 14:46:16.368086'
'2014FEV;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;821,5;2023-10-20 14:46:16.368086'
'2014MAR;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;560;2023-10-20 14:46:16.368086'
'2014ABR;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;964;2023-10-20 14:46:16.368086'
'2014MAI;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;580;2023-10-20 14:46:16.368086'
'2014JUN;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;858;2023-10-20 14:46:16.368086'
'2014JUL;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;648;2023-10-20 14:46:16.368086'
'2014AGO;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;530;2023-10-20 14:46:16.368086'
'2014SET;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;913;2023-10-20 14:46:16.368086'
'2014OUT;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;620;2023-10-20 14:46:16.368086'
'2014NOV;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;595;2023-10-20 14:46:16.368086'
'2014DEZ;RIO GRANDE DO NORTE;ÓLEO DIESEL MARÍTIMO;m3;610;2023-10-20 14:46:16.368086'
'2014JAN;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;30;2023-10-20 14:46:16.368086'
'2014FEV;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAR;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;5;2023-10-20 14:46:16.368086'
'2014ABR;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAI;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014JUN;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;30;2023-10-20 14:46:16.368086'
'2014JUL;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;78;2023-10-20 14:46:16.368086'
'2014AGO;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014SET;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014OUT;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;30;2023-10-20 14:46:16.368086'
'2014NOV;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014DEZ;PARAÍBA;ÓLEO DIESEL MARÍTIMO;m3;78;2023-10-20 14:46:16.368086'
'2014JAN;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;362;2023-10-20 14:46:16.368086'
'2014FEV;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;725;2023-10-20 14:46:16.368086'
'2014MAR;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;316;2023-10-20 14:46:16.368086'
'2014ABR;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;225;2023-10-20 14:46:16.368086'
'2014MAI;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;390;2023-10-20 14:46:16.368086'
'2014JUN;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;627;2023-10-20 14:46:16.368086'
'2014JUL;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;346;2023-10-20 14:46:16.368086'
'2014AGO;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;492;2023-10-20 14:46:16.368086'
'2014SET;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;366;2023-10-20 14:46:16.368086'
'2014OUT;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;352,56;2023-10-20 14:46:16.368086'
'2014NOV;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;559;2023-10-20 14:46:16.368086'
'2014DEZ;PERNAMBUCO;ÓLEO DIESEL MARÍTIMO;m3;432;2023-10-20 14:46:16.368086'
'2014JAN;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;25;2023-10-20 14:46:16.368086'
'2014FEV;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAR;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;50;2023-10-20 14:46:16.368086'
'2014ABR;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAI;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;35;2023-10-20 14:46:16.368086'
'2014JUN;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;509;2023-10-20 14:46:16.368086'
'2014JUL;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;108;2023-10-20 14:46:16.368086'
'2014AGO;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;376;2023-10-20 14:46:16.368086'
'2014SET;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;343;2023-10-20 14:46:16.368086'
'2014OUT;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;98;2023-10-20 14:46:16.368086'
'2014NOV;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;93;2023-10-20 14:46:16.368086'
'2014DEZ;ALAGOAS;ÓLEO DIESEL MARÍTIMO;m3;185;2023-10-20 14:46:16.368086'
'2014JAN;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;159;2023-10-20 14:46:16.368086'
'2014FEV;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;267;2023-10-20 14:46:16.368086'
'2014MAR;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;235;2023-10-20 14:46:16.368086'
'2014ABR;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;125;2023-10-20 14:46:16.368086'
'2014MAI;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;170;2023-10-20 14:46:16.368086'
'2014JUN;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;165;2023-10-20 14:46:16.368086'
'2014JUL;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;180;2023-10-20 14:46:16.368086'
'2014AGO;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;170;2023-10-20 14:46:16.368086'
'2014SET;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;245;2023-10-20 14:46:16.368086'
'2014OUT;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;180;2023-10-20 14:46:16.368086'
'2014NOV;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;205;2023-10-20 14:46:16.368086'
'2014DEZ;SERGIPE;ÓLEO DIESEL MARÍTIMO;m3;180;2023-10-20 14:46:16.368086'
'2014JAN;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1403;2023-10-20 14:46:16.368086'
'2014FEV;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1426;2023-10-20 14:46:16.368086'
'2014MAR;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1471;2023-10-20 14:46:16.368086'
'2014ABR;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1255;2023-10-20 14:46:16.368086'
'2014MAI;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1734;2023-10-20 14:46:16.368086'
'2014JUN;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1648,97;2023-10-20 14:46:16.368086'
'2014JUL;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1651,098;2023-10-20 14:46:16.368086'
'2014AGO;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1368;2023-10-20 14:46:16.368086'
'2014SET;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1720;2023-10-20 14:46:16.368086'
'2014OUT;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1661,438;2023-10-20 14:46:16.368086'
'2014NOV;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1478;2023-10-20 14:46:16.368086'
'2014DEZ;BAHIA;ÓLEO DIESEL MARÍTIMO;m3;1660;2023-10-20 14:46:16.368086'
'2014JAN;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014FEV;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAR;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014ABR;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAI;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014JUN;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014JUL;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014AGO;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014SET;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014OUT;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014NOV;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014DEZ;MINAS GERAIS;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014JAN;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;4592,052;2023-10-20 14:46:16.368086'
'2014FEV;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;3721,704;2023-10-20 14:46:16.368086'
'2014MAR;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;3500,39;2023-10-20 14:46:16.368086'
'2014ABR;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;4566,909;2023-10-20 14:46:16.368086'
'2014MAI;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;2978,412;2023-10-20 14:46:16.368086'
'2014JUN;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;4487,155;2023-10-20 14:46:16.368086'
'2014JUL;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;2549,115;2023-10-20 14:46:16.368086'
'2014AGO;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;4618,436;2023-10-20 14:46:16.368086'
'2014SET;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;4283,959;2023-10-20 14:46:16.368086'
'2014OUT;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;4221,232;2023-10-20 14:46:16.368086'
'2014NOV;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;3152,729;2023-10-20 14:46:16.368086'
'2014DEZ;ESPÍRITO SANTO;ÓLEO DIESEL MARÍTIMO;m3;3686,631;2023-10-20 14:46:16.368086'
'2014JAN;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;29935,281;2023-10-20 14:46:16.368086'
'2014FEV;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;25297,819;2023-10-20 14:46:16.368086'
'2014MAR;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;27342,425;2023-10-20 14:46:16.368086'
'2014ABR;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;24617,14;2023-10-20 14:46:16.368086'
'2014MAI;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;30799,127;2023-10-20 14:46:16.368086'
'2014JUN;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;23781,411;2023-10-20 14:46:16.368086'
'2014JUL;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;28720,36;2023-10-20 14:46:16.368086'
'2014AGO;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;27251,291;2023-10-20 14:46:16.368086'
'2014SET;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;28668,207;2023-10-20 14:46:16.368086'
'2014OUT;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;33177,624;2023-10-20 14:46:16.368086'
'2014NOV;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;24570,758;2023-10-20 14:46:16.368086'
'2014DEZ;RIO DE JANEIRO;ÓLEO DIESEL MARÍTIMO;m3;27284,67;2023-10-20 14:46:16.368086'
'2014JAN;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;3250,302;2023-10-20 14:46:16.368086'
'2014FEV;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;3299,01;2023-10-20 14:46:16.368086'
'2014MAR;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2577;2023-10-20 14:46:16.368086'
'2014ABR;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;3158,7;2023-10-20 14:46:16.368086'
'2014MAI;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2575,4;2023-10-20 14:46:16.368086'
'2014JUN;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2570;2023-10-20 14:46:16.368086'
'2014JUL;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;2703,7;2023-10-20 14:46:16.368086'
'2014AGO;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;4026,98;2023-10-20 14:46:16.368086'
'2014SET;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;5138,71;2023-10-20 14:46:16.368086'
'2014OUT;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;5085,437;2023-10-20 14:46:16.368086'
'2014NOV;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;5023,036;2023-10-20 14:46:16.368086'
'2014DEZ;SÃO PAULO;ÓLEO DIESEL MARÍTIMO;m3;3574;2023-10-20 14:46:16.368086'
'2014JAN;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;618,5;2023-10-20 14:46:16.368086'
'2014FEV;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;429,5;2023-10-20 14:46:16.368086'
'2014MAR;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;604,094;2023-10-20 14:46:16.368086'
'2014ABR;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;834,461;2023-10-20 14:46:16.368086'
'2014MAI;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;744,051;2023-10-20 14:46:16.368086'
'2014JUN;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;562;2023-10-20 14:46:16.368086'
'2014JUL;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;664,235;2023-10-20 14:46:16.368086'
'2014AGO;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;539;2023-10-20 14:46:16.368086'
'2014SET;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;468,779;2023-10-20 14:46:16.368086'
'2014OUT;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;737,126;2023-10-20 14:46:16.368086'
'2014NOV;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;525;2023-10-20 14:46:16.368086'
'2014DEZ;PARANÁ;ÓLEO DIESEL MARÍTIMO;m3;706,021;2023-10-20 14:46:16.368086'
'2014JAN;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;4594;2023-10-20 14:46:16.368086'
'2014FEV;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5100,1;2023-10-20 14:46:16.368086'
'2014MAR;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;4568,1;2023-10-20 14:46:16.368086'
'2014ABR;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;4472,5;2023-10-20 14:46:16.368086'
'2014MAI;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5665,1;2023-10-20 14:46:16.368086'
'2014JUN;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;4469;2023-10-20 14:46:16.368086'
'2014JUL;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5406;2023-10-20 14:46:16.368086'
'2014AGO;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5236;2023-10-20 14:46:16.368086'
'2014SET;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5511,3;2023-10-20 14:46:16.368086'
'2014OUT;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5540,449;2023-10-20 14:46:16.368086'
'2014NOV;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5395,186;2023-10-20 14:46:16.368086'
'2014DEZ;SANTA CATARINA;ÓLEO DIESEL MARÍTIMO;m3;5540,6;2023-10-20 14:46:16.368086'
'2014JAN;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2106;2023-10-20 14:46:16.368086'
'2014FEV;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1862;2023-10-20 14:46:16.368086'
'2014MAR;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2254;2023-10-20 14:46:16.368086'
'2014ABR;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2479;2023-10-20 14:46:16.368086'
'2014MAI;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1561;2023-10-20 14:46:16.368086'
'2014JUN;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1749;2023-10-20 14:46:16.368086'
'2014JUL;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2058;2023-10-20 14:46:16.368086'
'2014AGO;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1582;2023-10-20 14:46:16.368086'
'2014SET;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1640;2023-10-20 14:46:16.368086'
'2014OUT;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2540;2023-10-20 14:46:16.368086'
'2014NOV;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;2136;2023-10-20 14:46:16.368086'
'2014DEZ;RIO GRANDE DO SUL;ÓLEO DIESEL MARÍTIMO;m3;1938;2023-10-20 14:46:16.368086'
'2014JAN;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014FEV;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;90;2023-10-20 14:46:16.368086'
'2014MAR;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;90;2023-10-20 14:46:16.368086'
'2014ABR;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014MAI;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;180;2023-10-20 14:46:16.368086'
'2014JUN;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014JUL;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;0;2023-10-20 14:46:16.368086'
'2014AGO;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;180;2023-10-20 14:46:16.368086'
'2014SET;MATO GROSSO DO SUL;ÓLEO DIESEL MARÍTIMO;m3;90;2023-10-20 14:46:16.368086'
