year_month;uf;product;unit;volume;created_at
'2017OUT;SÃO PAULO;ÓLEO DIESEL S-10;m3;420345,5387;2023-10-20 14:46:16.368086'
'2017NOV;SÃO PAULO;ÓLEO DIESEL S-10;m3;396367,5137;2023-10-20 14:46:16.368086'
'2017DEZ;SÃO PAULO;ÓLEO DIESEL S-10;m3;384423,6219;2023-10-20 14:46:16.368086'
'2017JAN;PARANÁ;ÓLEO DIESEL S-10;m3;107962,368;2023-10-20 14:46:16.368086'
'2017FEV;PARANÁ;ÓLEO DIESEL S-10;m3;110883,004;2023-10-20 14:46:16.368086'
'2017MAR;PARANÁ;ÓLEO DIESEL S-10;m3;130676,067;2023-10-20 14:46:16.368086'
'2017ABR;PARANÁ;ÓLEO DIESEL S-10;m3;112246,299;2023-10-20 14:46:16.368086'
'2017MAI;PARANÁ;ÓLEO DIESEL S-10;m3;125420,262;2023-10-20 14:46:16.368086'
'2017JUN;PARANÁ;ÓLEO DIESEL S-10;m3;126479,813;2023-10-20 14:46:16.368086'
'2017JUL;PARANÁ;ÓLEO DIESEL S-10;m3;142331,625;2023-10-20 14:46:16.368086'
'2017AGO;PARANÁ;ÓLEO DIESEL S-10;m3;136774,708;2023-10-20 14:46:16.368086'
'2017SET;PARANÁ;ÓLEO DIESEL S-10;m3;132104,1076;2023-10-20 14:46:16.368086'
'2017OUT;PARANÁ;ÓLEO DIESEL S-10;m3;130932,192;2023-10-20 14:46:16.368086'
'2017NOV;PARANÁ;ÓLEO DIESEL S-10;m3;129197,8357;2023-10-20 14:46:16.368086'
'2017DEZ;PARANÁ;ÓLEO DIESEL S-10;m3;124624,0561;2023-10-20 14:46:16.368086'
'2017JAN;SANTA CATARINA;ÓLEO DIESEL S-10;m3;62851,276;2023-10-20 14:46:16.368086'
'2017FEV;SANTA CATARINA;ÓLEO DIESEL S-10;m3;60053,849;2023-10-20 14:46:16.368086'
'2017MAR;SANTA CATARINA;ÓLEO DIESEL S-10;m3;72776,899;2023-10-20 14:46:16.368086'
'2017ABR;SANTA CATARINA;ÓLEO DIESEL S-10;m3;60449,305;2023-10-20 14:46:16.368086'
'2017MAI;SANTA CATARINA;ÓLEO DIESEL S-10;m3;67101,23;2023-10-20 14:46:16.368086'
'2017JUN;SANTA CATARINA;ÓLEO DIESEL S-10;m3;66035,236;2023-10-20 14:46:16.368086'
'2017JUL;SANTA CATARINA;ÓLEO DIESEL S-10;m3;69406,684;2023-10-20 14:46:16.368086'
'2017AGO;SANTA CATARINA;ÓLEO DIESEL S-10;m3;72891,352;2023-10-20 14:46:16.368086'
'2017SET;SANTA CATARINA;ÓLEO DIESEL S-10;m3;68673,45704;2023-10-20 14:46:16.368086'
'2017OUT;SANTA CATARINA;ÓLEO DIESEL S-10;m3;70456,10358;2023-10-20 14:46:16.368086'
'2017NOV;SANTA CATARINA;ÓLEO DIESEL S-10;m3;71679,96695;2023-10-20 14:46:16.368086'
'2017DEZ;SANTA CATARINA;ÓLEO DIESEL S-10;m3;68235,58749;2023-10-20 14:46:16.368086'
'2017JAN;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;67626,464;2023-10-20 14:46:16.368086'
'2017FEV;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;64572,771;2023-10-20 14:46:16.368086'
'2017MAR;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;83846,944;2023-10-20 14:46:16.368086'
'2017ABR;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;72241,202;2023-10-20 14:46:16.368086'
'2017MAI;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;76276,17;2023-10-20 14:46:16.368086'
'2017JUN;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;76103,848;2023-10-20 14:46:16.368086'
'2017JUL;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;77313,958;2023-10-20 14:46:16.368086'
'2017AGO;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;78897,58;2023-10-20 14:46:16.368086'
'2017SET;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;75486,58157;2023-10-20 14:46:16.368086'
'2017OUT;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;79055,71665;2023-10-20 14:46:16.368086'
'2017NOV;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;82071,66419;2023-10-20 14:46:16.368086'
'2017DEZ;RIO GRANDE DO SUL;ÓLEO DIESEL S-10;m3;78637,65226;2023-10-20 14:46:16.368086'
'2017JAN;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;29993,763;2023-10-20 14:46:16.368086'
'2017FEV;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;36622,771;2023-10-20 14:46:16.368086'
'2017MAR;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;37584,92;2023-10-20 14:46:16.368086'
'2017ABR;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;28553,455;2023-10-20 14:46:16.368086'
'2017MAI;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;31120,58;2023-10-20 14:46:16.368086'
'2017JUN;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;33895,423;2023-10-20 14:46:16.368086'
'2017JUL;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;40679,912;2023-10-20 14:46:16.368086'
'2017AGO;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;39708,2;2023-10-20 14:46:16.368086'
'2017SET;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;39173,88029;2023-10-20 14:46:16.368086'
'2017OUT;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;37885,04433;2023-10-20 14:46:16.368086'
'2017NOV;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;33270,9419;2023-10-20 14:46:16.368086'
'2017DEZ;MATO GROSSO DO SUL;ÓLEO DIESEL S-10;m3;29570,20994;2023-10-20 14:46:16.368086'
'2017JAN;MATO GROSSO;ÓLEO DIESEL S-10;m3;37729;2023-10-20 14:46:16.368086'
'2017FEV;MATO GROSSO;ÓLEO DIESEL S-10;m3;39651,845;2023-10-20 14:46:16.368086'
'2017MAR;MATO GROSSO;ÓLEO DIESEL S-10;m3;43539,235;2023-10-20 14:46:16.368086'
'2017ABR;MATO GROSSO;ÓLEO DIESEL S-10;m3;35671,411;2023-10-20 14:46:16.368086'
'2017MAI;MATO GROSSO;ÓLEO DIESEL S-10;m3;42229,018;2023-10-20 14:46:16.368086'
'2017JUN;MATO GROSSO;ÓLEO DIESEL S-10;m3;46755,28;2023-10-20 14:46:16.368086'
'2017JUL;MATO GROSSO;ÓLEO DIESEL S-10;m3;50177,872;2023-10-20 14:46:16.368086'
'2017AGO;MATO GROSSO;ÓLEO DIESEL S-10;m3;50202,84;2023-10-20 14:46:16.368086'
'2017SET;MATO GROSSO;ÓLEO DIESEL S-10;m3;47978,36707;2023-10-20 14:46:16.368086'
'2017OUT;MATO GROSSO;ÓLEO DIESEL S-10;m3;50090,16187;2023-10-20 14:46:16.368086'
'2017NOV;MATO GROSSO;ÓLEO DIESEL S-10;m3;46206,81783;2023-10-20 14:46:16.368086'
'2017DEZ;MATO GROSSO;ÓLEO DIESEL S-10;m3;41604,49664;2023-10-20 14:46:16.368086'
'2017JAN;GOIÁS;ÓLEO DIESEL S-10;m3;50210,679;2023-10-20 14:46:16.368086'
'2017FEV;GOIÁS;ÓLEO DIESEL S-10;m3;55385,201;2023-10-20 14:46:16.368086'
'2017MAR;GOIÁS;ÓLEO DIESEL S-10;m3;62743,33;2023-10-20 14:46:16.368086'
'2017ABR;GOIÁS;ÓLEO DIESEL S-10;m3;57852,024;2023-10-20 14:46:16.368086'
'2017MAI;GOIÁS;ÓLEO DIESEL S-10;m3;67766,25;2023-10-20 14:46:16.368086'
'2017JUN;GOIÁS;ÓLEO DIESEL S-10;m3;71045,114;2023-10-20 14:46:16.368086'
'2017JUL;GOIÁS;ÓLEO DIESEL S-10;m3;76212,627;2023-10-20 14:46:16.368086'
'2017AGO;GOIÁS;ÓLEO DIESEL S-10;m3;76325,671;2023-10-20 14:46:16.368086'
'2017SET;GOIÁS;ÓLEO DIESEL S-10;m3;71891,24101;2023-10-20 14:46:16.368086'
'2017OUT;GOIÁS;ÓLEO DIESEL S-10;m3;76621,51628;2023-10-20 14:46:16.368086'
'2017NOV;GOIÁS;ÓLEO DIESEL S-10;m3;68953,48907;2023-10-20 14:46:16.368086'
'2017DEZ;GOIÁS;ÓLEO DIESEL S-10;m3;58155,03734;2023-10-20 14:46:16.368086'
'2017JAN;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;14653,4;2023-10-20 14:46:16.368086'
'2017FEV;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;14694,2;2023-10-20 14:46:16.368086'
'2017MAR;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;18133;2023-10-20 14:46:16.368086'
'2017ABR;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;15306,742;2023-10-20 14:46:16.368086'
'2017MAI;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;17188,9;2023-10-20 14:46:16.368086'
'2017JUN;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;16919,6;2023-10-20 14:46:16.368086'
'2017JUL;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;16285,4;2023-10-20 14:46:16.368086'
'2017AGO;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;18070,8;2023-10-20 14:46:16.368086'
'2017SET;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;16891,59178;2023-10-20 14:46:16.368086'
'2017OUT;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;17118,00855;2023-10-20 14:46:16.368086'
'2017NOV;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;16278,75953;2023-10-20 14:46:16.368086'
'2017DEZ;DISTRITO FEDERAL;ÓLEO DIESEL S-10;m3;17050,1263;2023-10-20 14:46:16.368086'
'2017JAN;RONDÔNIA;ÓLEO DIESEL S-500;m3;41856,67038;2023-10-20 14:46:16.368086'
'2017FEV;RONDÔNIA;ÓLEO DIESEL S-500;m3;47893,7323;2023-10-20 14:46:16.368086'
'2017MAR;RONDÔNIA;ÓLEO DIESEL S-500;m3;55404,72766;2023-10-20 14:46:16.368086'
'2017ABR;RONDÔNIA;ÓLEO DIESEL S-500;m3;47210,77038;2023-10-20 14:46:16.368086'
'2017MAI;RONDÔNIA;ÓLEO DIESEL S-500;m3;51043,12766;2023-10-20 14:46:16.368086'
'2017JUN;RONDÔNIA;ÓLEO DIESEL S-500;m3;52704,78494;2023-10-20 14:46:16.368086'
'2017JUL;RONDÔNIA;ÓLEO DIESEL S-500;m3;58328,89902;2023-10-20 14:46:16.368086'
'2017AGO;RONDÔNIA;ÓLEO DIESEL S-500;m3;55303,99902;2023-10-20 14:46:16.368086'
'2017SET;RONDÔNIA;ÓLEO DIESEL S-500;m3;54399,43843;2023-10-20 14:46:16.368086'
'2017OUT;RONDÔNIA;ÓLEO DIESEL S-500;m3;53888,76043;2023-10-20 14:46:16.368086'
'2017NOV;RONDÔNIA;ÓLEO DIESEL S-500;m3;55838,32772;2023-10-20 14:46:16.368086'
'2017DEZ;RONDÔNIA;ÓLEO DIESEL S-500;m3;48618,93843;2023-10-20 14:46:16.368086'
'2017JAN;ACRE;ÓLEO DIESEL S-500;m3;7720,418114;2023-10-20 14:46:16.368086'
'2017FEV;ACRE;ÓLEO DIESEL S-500;m3;7721,274491;2023-10-20 14:46:16.368086'
'2017MAR;ACRE;ÓLEO DIESEL S-500;m3;8519,489032;2023-10-20 14:46:16.368086'
'2017ABR;ACRE;ÓLEO DIESEL S-500;m3;8579,018114;2023-10-20 14:46:16.368086'
'2017MAI;ACRE;ÓLEO DIESEL S-500;m3;9615,289032;2023-10-20 14:46:16.368086'
'2017JUN;ACRE;ÓLEO DIESEL S-500;m3;10164,15995;2023-10-20 14:46:16.368086'
'2017JUL;ACRE;ÓLEO DIESEL S-500;m3;10240,90357;2023-10-20 14:46:16.368086'
'2017AGO;ACRE;ÓLEO DIESEL S-500;m3;10347,10357;2023-10-20 14:46:16.368086'
'2017SET;ACRE;ÓLEO DIESEL S-500;m3;10878,35816;2023-10-20 14:46:16.368086'
'2017OUT;ACRE;ÓLEO DIESEL S-500;m3;11003,57516;2023-10-20 14:46:16.368086'
'2017NOV;ACRE;ÓLEO DIESEL S-500;m3;9448,831082;2023-10-20 14:46:16.368086'
'2017DEZ;ACRE;ÓLEO DIESEL S-500;m3;8646,583164;2023-10-20 14:46:16.368086'
'2017JAN;AMAZONAS;ÓLEO DIESEL S-500;m3;15090,17612;2023-10-20 14:46:16.368086'
'2017FEV;AMAZONAS;ÓLEO DIESEL S-500;m3;15846,53549;2023-10-20 14:46:16.368086'
'2017MAR;AMAZONAS;ÓLEO DIESEL S-500;m3;36441,02804;2023-10-20 14:46:16.368086'
'2017ABR;AMAZONAS;ÓLEO DIESEL S-500;m3;34188,90012;2023-10-20 14:46:16.368086'
'2017MAI;AMAZONAS;ÓLEO DIESEL S-500;m3;38489,48404;2023-10-20 14:46:16.368086'
'2017JUN;AMAZONAS;ÓLEO DIESEL S-500;m3;36817,62595;2023-10-20 14:46:16.368086'
'2017JUL;AMAZONAS;ÓLEO DIESEL S-500;m3;36000,34458;2023-10-20 14:46:16.368086'
'2017AGO;AMAZONAS;ÓLEO DIESEL S-500;m3;26586,16058;2023-10-20 14:46:16.368086'
'2017SET;AMAZONAS;ÓLEO DIESEL S-500;m3;18140,66416;2023-10-20 14:46:16.368086'
'2017OUT;AMAZONAS;ÓLEO DIESEL S-500;m3;31045,83316;2023-10-20 14:46:16.368086'
'2017NOV;AMAZONAS;ÓLEO DIESEL S-500;m3;27108,75408;2023-10-20 14:46:16.368086'
'2017DEZ;AMAZONAS;ÓLEO DIESEL S-500;m3;24199,21216;2023-10-20 14:46:16.368086'
'2017JAN;RORAIMA;ÓLEO DIESEL S-500;m3;5658,163549;2023-10-20 14:46:16.368086'
'2017FEV;RORAIMA;ÓLEO DIESEL S-500;m3;6262,730839;2023-10-20 14:46:16.368086'
'2017MAR;RORAIMA;ÓLEO DIESEL S-500;m3;6625,541743;2023-10-20 14:46:16.368086'
'2017ABR;RORAIMA;ÓLEO DIESEL S-500;m3;6248,163549;2023-10-20 14:46:16.368086'
'2017MAI;RORAIMA;ÓLEO DIESEL S-500;m3;7189,941743;2023-10-20 14:46:16.368086'
'2017JUN;RORAIMA;ÓLEO DIESEL S-500;m3;4898,119936;2023-10-20 14:46:16.368086'
'2017JUL;RORAIMA;ÓLEO DIESEL S-500;m3;3431,352646;2023-10-20 14:46:16.368086'
'2017AGO;RORAIMA;ÓLEO DIESEL S-500;m3;6236,352646;2023-10-20 14:46:16.368086'
'2017SET;RORAIMA;ÓLEO DIESEL S-500;m3;7247,843613;2023-10-20 14:46:16.368086'
'2017OUT;RORAIMA;ÓLEO DIESEL S-500;m3;8803,207613;2023-10-20 14:46:16.368086'
'2017NOV;RORAIMA;ÓLEO DIESEL S-500;m3;8741,165807;2023-10-20 14:46:16.368086'
'2017DEZ;RORAIMA;ÓLEO DIESEL S-500;m3;8671,942613;2023-10-20 14:46:16.368086'
'2017JAN;PARÁ;ÓLEO DIESEL S-500;m3;90353,83509;2023-10-20 14:46:16.368086'
'2017FEV;PARÁ;ÓLEO DIESEL S-500;m3;83899,47967;2023-10-20 14:46:16.368086'
'2017MAR;PARÁ;ÓLEO DIESEL S-500;m3;103996,4178;2023-10-20 14:46:16.368086'
'2017ABR;PARÁ;ÓLEO DIESEL S-500;m3;92866,60509;2023-10-20 14:46:16.368086'
'2017MAI;PARÁ;ÓLEO DIESEL S-500;m3;114341,1978;2023-10-20 14:46:16.368086'
'2017JUN;PARÁ;ÓLEO DIESEL S-500;m3;109010,2705;2023-10-20 14:46:16.368086'
'2017JUL;PARÁ;ÓLEO DIESEL S-500;m3;100563,0739;2023-10-20 14:46:16.368086'
'2017AGO;PARÁ;ÓLEO DIESEL S-500;m3;119649,9719;2023-10-20 14:46:16.368086'
'2017SET;PARÁ;ÓLEO DIESEL S-500;m3;110407,0916;2023-10-20 14:46:16.368086'
'2017OUT;PARÁ;ÓLEO DIESEL S-500;m3;113703,3316;2023-10-20 14:46:16.368086'
'2017NOV;PARÁ;ÓLEO DIESEL S-500;m3;113364,4313;2023-10-20 14:46:16.368086'
'2017DEZ;PARÁ;ÓLEO DIESEL S-500;m3;103153,8366;2023-10-20 14:46:16.368086'
'2017JAN;AMAPÁ;ÓLEO DIESEL S-500;m3;8236,925729;2023-10-20 14:46:16.368086'
'2017FEV;AMAPÁ;ÓLEO DIESEL S-500;m3;6814,852583;2023-10-20 14:46:16.368086'
'2017MAR;AMAPÁ;ÓLEO DIESEL S-500;m3;8009,863632;2023-10-20 14:46:16.368086'
'2017ABR;AMAPÁ;ÓLEO DIESEL S-500;m3;7312,810729;2023-10-20 14:46:16.368086'
'2017MAI;AMAPÁ;ÓLEO DIESEL S-500;m3;8727,183632;2023-10-20 14:46:16.368086'
'2017JUN;AMAPÁ;ÓLEO DIESEL S-500;m3;8270,621534;2023-10-20 14:46:16.368086'
'2017JUL;AMAPÁ;ÓLEO DIESEL S-500;m3;8099,15468;2023-10-20 14:46:16.368086'
'2017AGO;AMAPÁ;ÓLEO DIESEL S-500;m3;8512,15468;2023-10-20 14:46:16.368086'
'2017SET;AMAPÁ;ÓLEO DIESEL S-500;m3;7971,173194;2023-10-20 14:46:16.368086'
'2017OUT;AMAPÁ;ÓLEO DIESEL S-500;m3;8105,959194;2023-10-20 14:46:16.368086'
'2017NOV;AMAPÁ;ÓLEO DIESEL S-500;m3;7939,049097;2023-10-20 14:46:16.368086'
'2017DEZ;AMAPÁ;ÓLEO DIESEL S-500;m3;6906,321194;2023-10-20 14:46:16.368086'
'2017JAN;TOCANTINS;ÓLEO DIESEL S-500;m3;39138,6791;2023-10-20 14:46:16.368086'
'2017FEV;TOCANTINS;ÓLEO DIESEL S-500;m3;41313,19728;2023-10-20 14:46:16.368086'
'2017MAR;TOCANTINS;ÓLEO DIESEL S-500;m3;57554,15455;2023-10-20 14:46:16.368086'
'2017ABR;TOCANTINS;ÓLEO DIESEL S-500;m3;47545,1391;2023-10-20 14:46:16.368086'
'2017MAI;TOCANTINS;ÓLEO DIESEL S-500;m3;51181,01855;2023-10-20 14:46:16.368086'
'2017JUN;TOCANTINS;ÓLEO DIESEL S-500;m3;50316,19001;2023-10-20 14:46:16.368086'
'2017JUL;TOCANTINS;ÓLEO DIESEL S-500;m3;51619,43183;2023-10-20 14:46:16.368086'
'2017AGO;TOCANTINS;ÓLEO DIESEL S-500;m3;54817,02183;2023-10-20 14:46:16.368086'
'2017SET;TOCANTINS;ÓLEO DIESEL S-500;m3;52605,37409;2023-10-20 14:46:16.368086'
'2017OUT;TOCANTINS;ÓLEO DIESEL S-500;m3;55047,32809;2023-10-20 14:46:16.368086'
'2017NOV;TOCANTINS;ÓLEO DIESEL S-500;m3;55548,30455;2023-10-20 14:46:16.368086'
'2017DEZ;TOCANTINS;ÓLEO DIESEL S-500;m3;48295,42609;2023-10-20 14:46:16.368086'
'2017JAN;MARANHÃO;ÓLEO DIESEL S-500;m3;67159,1572;2023-10-20 14:46:16.368086'
'2017FEV;MARANHÃO;ÓLEO DIESEL S-500;m3;58409,65796;2023-10-20 14:46:16.368086'
'2017MAR;MARANHÃO;ÓLEO DIESEL S-500;m3;71548,23638;2023-10-20 14:46:16.368086'
'2017ABR;MARANHÃO;ÓLEO DIESEL S-500;m3;66890,6612;2023-10-20 14:46:16.368086'
'2017MAI;MARANHÃO;ÓLEO DIESEL S-500;m3;69166,95538;2023-10-20 14:46:16.368086'
'2017JUN;MARANHÃO;ÓLEO DIESEL S-500;m3;71007,94355;2023-10-20 14:46:16.368086'
'2017JUL;MARANHÃO;ÓLEO DIESEL S-500;m3;70163,23079;2023-10-20 14:46:16.368086'
'2017AGO;MARANHÃO;ÓLEO DIESEL S-500;m3;74075,86279;2023-10-20 14:46:16.368086'
'2017SET;MARANHÃO;ÓLEO DIESEL S-500;m3;72332,97265;2023-10-20 14:46:16.368086'
'2017OUT;MARANHÃO;ÓLEO DIESEL S-500;m3;75821,05665;2023-10-20 14:46:16.368086'
'2017NOV;MARANHÃO;ÓLEO DIESEL S-500;m3;75001,49283;2023-10-20 14:46:16.368086'
'2017DEZ;MARANHÃO;ÓLEO DIESEL S-500;m3;73772,76865;2023-10-20 14:46:16.368086'
'2017JAN;PIAUÍ;ÓLEO DIESEL S-500;m3;20342,04096;2023-10-20 14:46:16.368086'
'2017FEV;PIAUÍ;ÓLEO DIESEL S-500;m3;17467,44277;2023-10-20 14:46:16.368086'
'2017MAR;PIAUÍ;ÓLEO DIESEL S-500;m3;22677,29883;2023-10-20 14:46:16.368086'
'2017ABR;PIAUÍ;ÓLEO DIESEL S-500;m3;22753,69096;2023-10-20 14:46:16.368086'
'2017MAI;PIAUÍ;ÓLEO DIESEL S-500;m3;22511,29883;2023-10-20 14:46:16.368086'
'2017JUN;PIAUÍ;ÓLEO DIESEL S-500;m3;23134,3067;2023-10-20 14:46:16.368086'
'2017JUL;PIAUÍ;ÓLEO DIESEL S-500;m3;22976,3949;2023-10-20 14:46:16.368086'
'2017AGO;PIAUÍ;ÓLEO DIESEL S-500;m3;23601,7849;2023-10-20 14:46:16.368086'
'2017SET;PIAUÍ;ÓLEO DIESEL S-500;m3;22419,42426;2023-10-20 14:46:16.368086'
'2017OUT;PIAUÍ;ÓLEO DIESEL S-500;m3;22658,35426;2023-10-20 14:46:16.368086'
'2017NOV;PIAUÍ;ÓLEO DIESEL S-500;m3;23851,95913;2023-10-20 14:46:16.368086'
'2017DEZ;PIAUÍ;ÓLEO DIESEL S-500;m3;22716,46426;2023-10-20 14:46:16.368086'
'2017JAN;CEARÁ;ÓLEO DIESEL S-500;m3;23706,43661;2023-10-20 14:46:16.368086'
'2017FEV;CEARÁ;ÓLEO DIESEL S-500;m3;21138,87449;2023-10-20 14:46:16.368086'
'2017MAR;CEARÁ;ÓLEO DIESEL S-500;m3;22156,60553;2023-10-20 14:46:16.368086'
'2017ABR;CEARÁ;ÓLEO DIESEL S-500;m3;18177,17561;2023-10-20 14:46:16.368086'
'2017MAI;CEARÁ;ÓLEO DIESEL S-500;m3;22461,23553;2023-10-20 14:46:16.368086'
'2017JUN;CEARÁ;ÓLEO DIESEL S-500;m3;22100,94545;2023-10-20 14:46:16.368086'
'2017JUL;CEARÁ;ÓLEO DIESEL S-500;m3;22216,23057;2023-10-20 14:46:16.368086'
'2017AGO;CEARÁ;ÓLEO DIESEL S-500;m3;23857,83057;2023-10-20 14:46:16.368086'
'2017SET;CEARÁ;ÓLEO DIESEL S-500;m3;22848,80516;2023-10-20 14:46:16.368086'
'2017OUT;CEARÁ;ÓLEO DIESEL S-500;m3;22848,27616;2023-10-20 14:46:16.368086'
'2017NOV;CEARÁ;ÓLEO DIESEL S-500;m3;22657,22908;2023-10-20 14:46:16.368086'
'2017DEZ;CEARÁ;ÓLEO DIESEL S-500;m3;22082,12816;2023-10-20 14:46:16.368086'
'2017JAN;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;25547,66595;2023-10-20 14:46:16.368086'
'2017FEV;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;23607,53276;2023-10-20 14:46:16.368086'
'2017MAR;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;30657,75715;2023-10-20 14:46:16.368086'
'2017ABR;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;22856,66595;2023-10-20 14:46:16.368086'
'2017MAI;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;25405,57715;2023-10-20 14:46:16.368086'
'2017JUN;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;24852,58836;2023-10-20 14:46:16.368086'
'2017JUL;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;24414,32155;2023-10-20 14:46:16.368086'
'2017AGO;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;26370,05555;2023-10-20 14:46:16.368086'
'2017SET;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;26443,94759;2023-10-20 14:46:16.368086'
'2017OUT;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;32080,62859;2023-10-20 14:46:16.368086'
'2017NOV;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;26267,89779;2023-10-20 14:46:16.368086'
'2017DEZ;RIO GRANDE DO NORTE;ÓLEO DIESEL S-500;m3;25197,16859;2023-10-20 14:46:16.368086'
'2017JAN;PARAÍBA;ÓLEO DIESEL S-500;m3;19067,90504;2023-10-20 14:46:16.368086'
'2017FEV;PARAÍBA;ÓLEO DIESEL S-500;m3;17958,98604;2023-10-20 14:46:16.368086'
'2017MAR;PARAÍBA;ÓLEO DIESEL S-500;m3;20186,59904;2023-10-20 14:46:16.368086'
'2017ABR;PARAÍBA;ÓLEO DIESEL S-500;m3;17357,63504;2023-10-20 14:46:16.368086'
'2017MAI;PARAÍBA;ÓLEO DIESEL S-500;m3;18919,11904;2023-10-20 14:46:16.368086'
'2017JUN;PARAÍBA;ÓLEO DIESEL S-500;m3;17542,84303;2023-10-20 14:46:16.368086'
'2017JUL;PARAÍBA;ÓLEO DIESEL S-500;m3;16971,63204;2023-10-20 14:46:16.368086'
'2017AGO;PARAÍBA;ÓLEO DIESEL S-500;m3;19121,61204;2023-10-20 14:46:16.368086'
'2017SET;PARAÍBA;ÓLEO DIESEL S-500;m3;18807,57201;2023-10-20 14:46:16.368086'
'2017OUT;PARAÍBA;ÓLEO DIESEL S-500;m3;19654,06601;2023-10-20 14:46:16.368086'
'2017NOV;PARAÍBA;ÓLEO DIESEL S-500;m3;19304,43801;2023-10-20 14:46:16.368086'
'2017DEZ;PARAÍBA;ÓLEO DIESEL S-500;m3;19750,25201;2023-10-20 14:46:16.368086'
'2017JAN;PERNAMBUCO;ÓLEO DIESEL S-500;m3;23163,77175;2023-10-20 14:46:16.368086'
'2017FEV;PERNAMBUCO;ÓLEO DIESEL S-500;m3;18007,7074;2023-10-20 14:46:16.368086'
'2017MAR;PERNAMBUCO;ÓLEO DIESEL S-500;m3;19918,27885;2023-10-20 14:46:16.368086'
'2017ABR;PERNAMBUCO;ÓLEO DIESEL S-500;m3;15402,94675;2023-10-20 14:46:16.368086'
'2017MAI;PERNAMBUCO;ÓLEO DIESEL S-500;m3;16992,47385;2023-10-20 14:46:16.368086'
'2017JUN;PERNAMBUCO;ÓLEO DIESEL S-500;m3;14425,41095;2023-10-20 14:46:16.368086'
'2017JUL;PERNAMBUCO;ÓLEO DIESEL S-500;m3;14902,7153;2023-10-20 14:46:16.368086'
'2017AGO;PERNAMBUCO;ÓLEO DIESEL S-500;m3;15571,9993;2023-10-20 14:46:16.368086'
'2017SET;PERNAMBUCO;ÓLEO DIESEL S-500;m3;15071,7178;2023-10-20 14:46:16.368086'
'2017OUT;PERNAMBUCO;ÓLEO DIESEL S-500;m3;14607,6148;2023-10-20 14:46:16.368086'
'2017NOV;PERNAMBUCO;ÓLEO DIESEL S-500;m3;13537,8659;2023-10-20 14:46:16.368086'
'2017DEZ;PERNAMBUCO;ÓLEO DIESEL S-500;m3;12651,5268;2023-10-20 14:46:16.368086'
'2017JAN;ALAGOAS;ÓLEO DIESEL S-500;m3;20912,37632;2023-10-20 14:46:16.368086'
'2017FEV;ALAGOAS;ÓLEO DIESEL S-500;m3;17127,92106;2023-10-20 14:46:16.368086'
'2017MAR;ALAGOAS;ÓLEO DIESEL S-500;m3;16871,45615;2023-10-20 14:46:16.368086'
